gene_id,10.5_n1,10.5_n2,11.5_n1,11.5_n2,13.5_n1,13.5_n2,15.5_n1,15.5_n2,15.5_n3,15.5_n4,18.5_n1,18.5_n2,P0_n1,P0_n2,Adult_n1,Adult_n2
CREB3L1,5,5,16,37,354,253,1225,1013,213,143,317,350,1129,1053,355,826
PATL2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3J,978.8,1153.73,163.14,514.44,1243.82,948.34,2801.83,2901.38,865.4,784.39,1131.95,1171.13,3317.74,2237.75,2301.26,2736.35
FRMD5,224,261,8,140,255,278,81,67,24,18,18,17,84,54,30,42
MDK,3990,3885,964,1770,5653,4618,2470,3659,371,222,436,610,860,566,75,122
WDR76,822.5,907.72,87.37,221.76,594.39,398.3,600.21,615.21,196.55,142.42,165.92,161.18,393.51,314.1,259.75,284.89
HARBI1,165,325,47,134.98,226,206,246.63,357.53,121,97,100,150,241.16,191.2,226.57,334.75
ATG13,201,257,47,139,292,234,1080,1185,273,182,250,279,1343,989,1281,1627
HYPK,45.88,72.68,6.68,46.36,43.25,29.85,217.98,204.97,41.15,42.65,46.53,36.56,443.77,365.45,256.51,270.54
ELL3,40,40,3,13,38,30.26,38,25,8,7,6,20,60,21,46,49
ARHGAP1,868,1124,299,701,4047,3382,2776,3169,854,680,992,1374,2463,2011,1822,2650
PDIA3,3700,4940,1004,2613,9172,6851,19956,22212,3553,2663,3740,4175,19009,10934,11181,14535
F2,0,1,3,16,175,21,50,43,22,13,8,13,42,32,19,16
LRP4,923,1522,247,409,871,542,1873,1336,899,708,1340,1255,1618,1594,1142,1305
MAP1A,911,1793.85,128,712.26,964,804.65,3263.74,1819.3,1077.37,729.82,1495.14,1671.97,2098.08,1534.36,1230.72,1352.65
ARFGAP2,1061.11,1334.2,231.71,544.71,1429.32,1107.51,2809.49,2748.67,1011.23,672.72,1175.3,1282.08,3881.41,2982.21,2421.71,3112.13
PACSIN3,234,227,66,83,301,259,2746,1553,1749,1148,2827,2451,5359,4009,2208,3007
ADAL,307.66,423.78,67.85,201,317.38,234,520,596,191.52,150,159.24,198,460,423,380.37,441
HAO1,0,0,0,0,0,0,0,7,0,0,0,1,8,9,0,1
TUBGCP4,933.76,1249.08,161.16,422.5,786.07,500.4,879.02,995.92,282.58,302.65,269.8,275.72,666.34,546.98,833.33,936.41
LAMP5,13,103,0,122,4,6,27,37,2,1,5,0,47,31,0,1
UBR1,767,1462,224,629,1061,836,1502.72,1587.87,709,593,626,878,1088.76,1239.86,1335.39,1447.49
SNAP25,169,403,5,288,67,42,154,29,18,66,10,15,87,62,44,42
MKKS,226.57,308.32,38,158,454.59,502.29,645.77,596.37,263.66,217.88,307.2,242.58,500.25,299.46,424.97,555.88
JAG1,937,1485,287,578,3455,2040,1313,958,789,657,947,1222,973,924,1272,1409
SLX4IP,349,471,74,240,314,193,334.03,459.03,138,116,107,84,206,175,194,223
MTCH2,1520,1751.01,291,795.02,2055.29,1734,2436,2465,1130,1476,1504,1534,3490.78,2413,2177.73,2974.92
CDAN1,459.18,722.66,142.13,295.64,763.54,532.82,1015.91,1029.12,340.41,255.22,278.66,344,647.91,675.69,472.63,496.92
HAUS2,299.95,337.99,56,150,307,229,477.77,601.2,112,108.7,147,183,491.97,383.94,229.16,347.02
LRRC57,149,185,33,88,194,161,295,327,87,73,100,126,337,215,241.48,311
SNAP23,618,700,125,318,873,735,1198.21,1283,537,340,553,633,1415,1036.03,1342.01,1561.73
ZNF106,4298,6610,982,2327,5320,3669,12000.77,9757.32,7178,5365,9001,9403,10953.92,9087.99,16045.61,17608.09
VPS39,498.92,746.08,123.08,558,771.45,547.94,974.98,1299,430.8,342.28,443.28,449.98,1113.42,892.08,780.41,972.92
EHD4,212,323,83,157,1931,1967,3110,2424,1271,838,1824,2251,4294,3628,2465,3261
ITPKA,20,6,2,4,60,88,43,95,23,112,0,15,40,31,25,41
LTK,2,3,0,3,5,1,10,10,2,3,0,0,16,13,8,18
TYRO3,906,1069,182,363,986,481,970,1041,355,230,238,459,975,698,974,1198
UBOX5,328.94,411.72,92.94,157,296,211.99,333.93,385.37,140.06,105,151,198,312.25,261.46,161,230.79
OXT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PTPRA,1169,1361,257,846,1998,1483,3142.09,3387.13,870,731,1008.99,1117,2743.09,2136.99,1815,2150.2
RTF1,822,1212,192,505,726,564,1899,2101,401,304,461,534,1678,1458,1267,1435
NDUFAF1,91,180,52,73,215,221,308,277,192,222,210,189,497,364,386,464
NUSAP1,2005.76,1971.57,301,679,1832.79,1016,1194.07,1875.41,290.76,229,385,374,693.57,495.36,165,281.8
C20orf194,773,1619,291,967,1683,1508,2311.98,1766.36,733,739,711,751,1402.32,1030,799.99,903.16
ATRN,803,1527.02,261,875,1554,947,2098,1993,973.17,776,972,1322,1614.99,1728,1528.8,1623.9
CHAC1,8,5,3,11,15,9,39,32,5,4,7,20,60,47,220,317
DLL4,58,95,21,63,218,158,381,249.95,98,109,168,111,441,325.99,159,241
SPINT1,55,145,18,34,215,57,510,524,393,270,244,410,932,572,1754,2480
GFRA4,27,49,22,58,54,31,287,281,108,80,119,86,345,237,53,73
PPP1R14D,1,0,0,1,1,0,11,7,9,7,5,0,30,41,14,36
ADAM33,1,11,11,21,50,32,619,293,156,99,115,142,789,660,293,421
SIGLEC1,3,4,1,10.84,44,6,117,46,60.89,49.66,124,85,67.89,96.79,47,68.26
RAD51,265.89,312.73,21,85.03,122.58,99.48,429.25,534.12,47.46,45.49,49.12,28.05,385.82,248.89,133.92,122.73
RPUSD2,153,194,24,66,94,93,138,116,71,57,112,77,117,102,87,81
KNL1,1629,2333,299,720,1299,726,868,946.41,306,282,328,488,261,305,124,124.05
C20orf27,550,457,54,181,416,403,517,625,121,232,105,117,387,231,264,381
SPEF1,181,295.1,33.76,136.85,149,75,787.35,891.61,219,197,135.89,156.69,644.59,314.58,419.25,568.71
CDC25B,888,959,120,274,686,376,1507,1503,318,221,345,355,1089,851,943,1610
KNSTRN,1021,1060,126,337,927,749,667.97,1014.99,150,111,227,235,429.98,394,112.88,275
IVD,794,1042,271,462,1398,1396,2198,1841.08,764,692,1101,779,1402,1022,2482.01,3030
SMOX,303,320,91,170,365,325,721,730,255,179,203,243,1012,648,870,1551
ADRA1D,3,0,1,2,26,18,21,19,12,9,25,12,7,13,10,8
PRND,71,110,59,103,310,122,1234,964,264,167,331,261,1556,1148.02,43,37
RASSF2,511,621,54,292,621,305,1504,1378,363,301,441,403,665,610,454.2,424
SLC23A2,336,564,122,337,695,442,1033,1159,494,333,357,429,922,1090,1859,2055
TMEM230,181,253,59,159,355,279,695,846,158,120,214,263,664,574,538,688
PCNA,5116,4556,664,1381,3507,2454.94,4364,4437,801.02,614,1067,943,3033,2225,2007,1845
FSIP1,12,33,4,15,11,0,78,85,30,14,0,8,59,34,14,41
GPCPD1,518,831,212,577,842,547,1060,1379,647,525,675,1046,2437,2285,3303,3812
RASGRP1,88,16,2,33,32,6,125,49,23,45,29,77,137,75,223,301
FAM98B,210,340,42,114,119,108,1012.99,1160,102,68,80,88,956,680,762,864.04
CHGB,105,197,1,184,48,34,535,39,34,137,21,30,127,108,30,43
SPRED1,1692,2410,538,1269,2086,1247,3829,4794,1303,1058,1402,1770,2737,2516,2031,2273
MCM8,450,489,65,133,264,180,215,323,41,41,42,61,173,135,89,89
TMCO5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERMT1,124,246,50,71,89,30,172,199,78,64,58,89,280,125,405,515
CRLS1,397,374,83,194,525,481,890,778,247,366,270,302,798,517,406,579
BMP2,20,34,73,96,303,175,301,582,84,78,122,139,283,216,356,396
SLC27A2,21,20,1,7,64,4,22,35,9,30,3,8,115,45,77,159
HDC,9,8,3,23,57,45,1227,1012,542,419,315,661,898,487,234,388
GABPB1,738,962,139,372,627,426,763,1034,211,164,261,251,651,540,412,535
USP8,794,1092,184,536,1173,795,2196,2252,631,582,739,832,1614,1566,1727,1963
USP50,20.06,11.96,3.7,1.31,35.62,22.68,31.19,27.56,11.92,5.34,16.11,12.68,34.46,27.15,14.52,19.83
TRPM7,1763,2991,561,1339,2728,1679,3464,4486,1705,1417,1452,2107,3369,3656,2574,2522
SPPL2A,820,1167,255,623,1777,1035,2668,2827,1093,982,1373,1704,3243,2697.04,2992,3668.01
STARD7,1852,2208,377,844,2932,2465,3249,2944,2112,1999.98,2334,2613,4863.03,4004.01,3806,4914.31
DUSP2,18,29,2,12,74,118,135,109,32,31,43,38,135,93,51,74
FAHD2A,109,137,33,70,270,268,118,164,81,142,107,146,321,199,258,333
MRPS5,785,826,138,362,737,583,1127,1119,329,314,487,501,1360,1050,924,1282
MAL,12,3,1,18,77,52,1444,1161,2197,1564,1465,1291,6621,3217,15689,27864
PROM2,31,60,5,25,28,8,430,210,127,120,73,180,694,567,2210,2109
MALL,2,8,1,14,89,77,490,490,242,162,231,220,1143,546,2895,4422
NPHP1,342,376,75,150,322,212,625,1158,230,131,131,160,684,453,414,506
BUB1,2142,2575,302,653,1433,783,816,1004,157,126,181,204,424,345,91,118
ACOXL,4,9,0,2,6,5,5,5,5,3,0,9,8,4,1,1
BCL2L11,475,869,121,299,710,415,551,658,202,149,151,248,607,475,360,440
NDUFAF5,178,168,46,99,259,277,267,268,188,159,270,231,433,237,294,437
FBLN7,26,41,5,15,95,52,634,1195,250,87,239,195,852,723,501,541
ZC3H8,65,71,13,19,46,32,148,140,26,31,40,31,164,113,134,163
TTL,487,567,160,394,880,480,2071,1827,587,479,835,825,1558,1234,774,982
POLR1B,716,1094,161,282,877,453,655.45,681,212,228,398,382.01,604,478,547.22,600.89
SLC20A1,1431.75,1726.1,276.87,607.51,991.9,514.95,1040.38,960.07,325.65,333.69,361.48,501.93,1661.91,1466.69,1509.74,1751.42
IL1B,3,2,0,3,1,0,4,0,3,1,1,1,130,14,45,95
IL1A,3,0,0,4,4,4.54,0,1,1,2,0,4,107.65,41.75,599.77,1184.8
PDYN,1,7,0,23,4,0,4,0,2,1,0,3,1,2,0,0
TGM3,5,5,1,9,5,9,284,25,1012,1118,1353,3852,5055,1964,30652,18932
TGM6,1,0,0,3,0,0,8,0,0,1,3,0,2,0,35,38
SNRPB,3378,2852,521,763,2968,2495,3380,3719,1094,769,1390,1318,3250,2324,2323,2805
NOP56,2580.05,3217.66,458,982.12,2091.99,1301,2649.48,2753.46,612,447.88,733.25,766,2372.74,1689.5,1630.18,1713.46
IDH3B,1160,1223,293,679,2371,2623,3183,3046,2224,2798,2818,2839,7983,5221,5967,8125
CPXM1,348,499,173,399,1893,1278,1553,2250,551,292,506,488,1464,1247,633,481
C20orf141,0,1,0,0,0,0,1,0,1,0,0,0,3,5.63,0,0.06
VPS16,1054,1390,242,465,1036,725,1099,1233,400,295,452,482,1384,1131,811,1064
LPIN3,25,27,5,16,58,48,124,95,152,136,124,318,496,332,1197,1223
OTOR,3,12,12,51,3,2,128,624,27,9,5,8,285,147,253,133
PCSK2,90.84,115.91,3,135.96,20,18,163.99,99.95,83.99,66,11,25,362.95,303,24,45.98
BFSP1,19,16,5,9,43,43,57,92,32,17,30,28,82,47,25,38
RRBP1,1092,1949,663,1247,3855,2391,8263,8859,2366,1568,2985,3542,10396,8221,5081,5663
SNX5,2930,3180,686,1433,4091,3403,4443,5617,1515,1197,1863,1957,4194,2918,1891,2392
MGME1,224,260,52,114,308,244,225,321,86,70,108,87,175,95,170,245
KAT14,686,907,144,331,710,493,1101,1200,319,240,470,563,1375,1117,649.6,773
POLR3F,717,1022,145,391,710,562,789,901,316,241,263,321,679,680,603,659
RBBP9,388,463,84,263,559,457,976,1356,209,160,275,233,575,493,417,650
SEC23B,1116,1402,187,424,1180,692,1468,1572,650,494,631,911,1531,1455,1587,2455
DTD1,110,108,25,93,225,212,183,345,93,67,107,124,250,179,243,327
SCP2D1,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0
XRN2,2258,3142,506,1158,2541,1656,2175,2662,886,706,1036,1340,2263,1931,1326,1590
NKX2-2,20,5,0,8,0,0,3,3,3,3,0,1,5,3,4,0
CD93,570,952,247,570,5683,4446,3686.04,2112,1927,1677,3476,3646,3507.05,3636.99,1075.61,1235.43
NAPB,229,375,26,239,126,93,214,206,130,97,61,65,249,241,204,223
GZF1,697,899,151,350,775,560,1377,1245,594,464,680,663,1078,905,788,892
CST8,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
CST12P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CST9L,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CST3,740,688,183,418,3796,3719,2734,2696,1689,1203,2020,2067,5868,3816,9012,9621
ACSS1,423,428,56,176,247,113,521,463,344,805,430,587,1642,1175,1218,2396
GINS1,470,448,61,148,318,238,185,265,43,39,44,44,164,86,75,73
NSFL1C,1601,1877,313,798.98,1705,1321,2457,2706,713,534,867,1057,3307,2193,1576,2139
SDCBP2,0,6,4,3,27,9,47,21,20,25,17,56,209,69,679,975
SNPH,25,36,3,55,36,44,69,36,21,24,24,19,53,40,66,51
FAM110A,272,281,25,107,107,95,205,256,103,70,115,88,339,184,439,800
ANGPT4,4,6,2,5,31,22,16,19,16,10,23,18,20,11,24,32
SLC52A3,4,13,3,4,21,5,63,46,65,45,57,63,170,141,467,635
TBC1D20,598,861,200,485,1508,1057,3213,3120,837,806,898,1236,3080,2349,1547,2131
RBCK1,697,932,161,371,1007,807,1316,1554,536,454,670,669,1746,1202,1426,1648
DEFB126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TPX2,3750,4082,507,1101,2922,1485,1877,2461,441,341,595,646,924,724,208,342
MYLK2,1,0,0,2,14,6,957,339,1294,860,2156,1826,3994,3394,1394,1439
PDRG1,353,338,74,213,567,554,1225,1369,399,313,495,400,1603,1004,1104,1307
CCM2L,12,26,14,13,97,97,82,67,48,19,44,39,148,129,119,140
KIF3B,599,916,108,387,740,463,1279,1420,360,298,320,431,1172,951,802,927
DNMT3B,414,573,51,124,286,144,199,188,43,40,64,71,165,120,72,77
MAPRE1,3650,4659.01,620,2108.87,4726,3520,6064.02,6017.97,1710,1392,2120,2452,4840.59,4020.66,2554.34,3106.16
SUN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB2,0,0,1,0,0,0,1,2,135,256,504,1359,2703,1152,100,356
BPIFA3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
BPIFA1,0,0,0,2,41,0,486,802,897,345,4,5590,2243,1262,37198,82794
BPIFB1,0,0,0,7,0,0,22,8,4,3,6,2,39,37,23819,77046
CDK5RAP1,121,149,39,82,238,198,220,254,141,133,161,213,287,225,243,296
SNTA1,36,38,14,33,373,491,883,406,906,629,2004,1576,2146,1741,786,801
NECAB3,11,53,2,21,9,14,84,51,11,10,5,7,61,34,45,56
E2F1,394,520,53,140,284,233,718.25,715.8,119,71,134,107,576.03,384.65,200.02,125.33
FAM210B,182,228,30,125,371,194,344,475,102,99,111,117,339,227,382,513
AURKA,1212,1122,134,354,912,559,696,861,98,91,152,174,325,228,78,138
CSTF1,807,1043,188,344,1000,666,905,909,357,270,539,576,880,596,494,673
PKIA,1011,1095,204,1171,1921,1729,4140,2975,2275,1746,4087,3526,4875,3851,3331,4266
